Estacion,genero_x_mes,edad_x_mes,duraciones_x_mes,dias_x_mes,horas_x_mes,viajes_x_mes,retiros_x_mes,arribos_x_mes
599,"{'M': 3663.83, 'F': 1446.5, 'O': 65.17}","{'<20': 27.67, '20-30': 1878.17, '30-40': 2341.67, '40-50': 650.5, '50-60': 162.83, '60-70': 108.83, '70<': 5.83}","{'0-10': 2424.17, '10-20': 1457.67, '20-30': 836.5, '30-45': 411.83, '45+': 45.33}","{'Monday': 746.67, 'Tuesday': 782.67, 'Wednesday': 833.83, 'Thursday': 837.5, 'Friday': 831.5, 'Saturday': 638.5, 'Sunday': 504.83}","{0: 47.5, 1: 0.5, 2: 0.17, 3: 0.0, 4: 0.0, 5: 34.33, 6: 152.5, 7: 221.17, 8: 169.17, 9: 192.0, 10: 189.5, 11: 252.33, 12: 258.0, 13: 282.83, 14: 319.67, 15: 364.17, 16: 363.33, 17: 366.0, 18: 491.83, 19: 486.83, 20: 390.5, 21: 288.83, 22: 179.83, 23: 124.5}","{'2024-10': 5849, '2024-11': 5624, '2024-12': 4678, '2025-1': 4978, '2025-2': 4845, '2025-3': 5079}",4827.83,5190.67
600,"{'M': 2773.67, 'F': 1049.0, 'O': 183.67}","{'<20': 57.83, '20-30': 1336.83, '30-40': 1733.33, '40-50': 621.17, '50-60': 211.5, '60-70': 39.83, '70<': 5.83}","{'0-10': 1914.33, '10-20': 1177.17, '20-30': 596.5, '30-45': 279.17, '45+': 39.17}","{'Monday': 558.5, 'Tuesday': 630.5, 'Wednesday': 616.17, 'Thursday': 631.33, 'Friday': 631.67, 'Saturday': 546.17, 'Sunday': 392.0}","{0: 50.17, 1: 1.5, 2: 0.67, 3: 0.0, 4: 0.0, 5: 21.83, 6: 111.5, 7: 154.17, 8: 183.17, 9: 200.67, 10: 201.67, 11: 243.5, 12: 200.33, 13: 205.67, 14: 239.0, 15: 277.67, 16: 255.67, 17: 292.67, 18: 312.33, 19: 297.67, 20: 268.83, 21: 216.33, 22: 160.5, 23: 110.83}","{'2024-10': 4304, '2024-11': 3962, '2024-12': 3638, '2025-1': 3913, '2025-2': 3992, '2025-3': 4229}",1039.67,1062.5
601,"{'M': 2104.33, 'F': 885.17, 'O': 31.33}","{'<20': 22.33, '20-30': 1127.0, '30-40': 1166.0, '40-50': 565.83, '50-60': 115.67, '60-70': 18.83, '70<': 5.17}","{'0-10': 1268.0, '10-20': 930.0, '20-30': 568.5, '30-45': 229.0, '45+': 25.33}","{'Monday': 415.5, 'Tuesday': 476.33, 'Wednesday': 492.17, 'Thursday': 479.0, 'Friday': 498.5, 'Saturday': 385.67, 'Sunday': 273.67}","{0: 33.17, 1: 0.83, 2: 0.0, 3: 0.0, 4: 0.0, 5: 19.5, 6: 72.67, 7: 121.0, 8: 205.5, 9: 126.5, 10: 114.67, 11: 114.67, 12: 140.5, 13: 153.83, 14: 180.5, 15: 184.5, 16: 183.5, 17: 194.5, 18: 291.5, 19: 293.67, 20: 221.5, 21: 169.17, 22: 117.33, 23: 81.83}","{'2024-10': 3225, '2024-11': 3294, '2024-12': 2785, '2025-1': 3055, '2025-2': 2892, '2025-3': 2874}",1178.5,1322.67
602,"{'M': 2287.5, 'F': 822.0, 'O': 50.34}","{'<20': 103.17, '20-30': 926.33, '30-40': 1555.67, '40-50': 387.17, '50-60': 161.33, '60-70': 23.0, '70<': 3.17}","{'0-10': 1437.33, '10-20': 895.33, '20-30': 521.17, '30-45': 274.5, '45+': 31.5}","{'Monday': 453.67, 'Tuesday': 499.83, 'Wednesday': 504.5, 'Thursday': 507.5, 'Friday': 498.17, 'Saturday': 387.33, 'Sunday': 308.83}","{0: 37.33, 1: 3.5, 2: 0.33, 3: 0.0, 4: 0.0, 5: 18.83, 6: 84.67, 7: 148.5, 8: 238.5, 9: 133.17, 10: 117.0, 11: 133.67, 12: 142.33, 13: 163.5, 14: 203.67, 15: 209.5, 16: 190.5, 17: 200.17, 18: 270.33, 19: 270.67, 20: 207.67, 21: 163.83, 22: 140.83, 23: 81.33}","{'2024-10': 3432, '2024-11': 3332, '2024-12': 3093, '2025-1': 3172, '2025-2': 2939, '2025-3': 2991}",5727.0,5613.33
603,"{'M': 2367.67, 'F': 1019.84, 'O': 45.0}","{'<20': 67.67, '20-30': 1100.83, '30-40': 1587.17, '40-50': 477.17, '50-60': 169.67, '60-70': 25.33, '70<': 4.67}","{'0-10': 1491.0, '10-20': 1027.17, '20-30': 563.33, '30-45': 318.5, '45+': 32.5}","{'Monday': 509.5, 'Tuesday': 547.33, 'Wednesday': 575.83, 'Thursday': 583.5, 'Friday': 548.17, 'Saturday': 385.0, 'Sunday': 283.17}","{0: 26.17, 1: 1.83, 2: 0.17, 3: 0.0, 4: 0.0, 5: 30.33, 6: 99.33, 7: 164.17, 8: 261.83, 9: 140.83, 10: 122.17, 11: 135.33, 12: 130.0, 13: 161.5, 14: 179.5, 15: 219.33, 16: 191.83, 17: 246.0, 18: 369.5, 19: 339.17, 20: 228.67, 21: 196.33, 22: 118.17, 23: 70.33}","{'2024-10': 3770, '2024-11': 3447, '2024-12': 3133, '2025-1': 3393, '2025-2': 3324, '2025-3': 3528}",6935.17,6965.67
604,"{'M': 2539.0, 'F': 886.17, 'O': 49.16}","{'<20': 56.5, '20-30': 1135.0, '30-40': 1451.5, '40-50': 602.5, '50-60': 192.83, '60-70': 35.33, '70<': 0.67}","{'0-10': 1410.33, '10-20': 1096.17, '20-30': 573.67, '30-45': 355.83, '45+': 38.33}","{'Monday': 537.0, 'Tuesday': 531.33, 'Wednesday': 557.33, 'Thursday': 536.5, 'Friday': 498.33, 'Saturday': 438.5, 'Sunday': 375.33}","{0: 40.67, 1: 1.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 45.83, 6: 45.67, 7: 158.5, 8: 185.0, 9: 145.33, 10: 141.33, 11: 125.33, 12: 145.0, 13: 164.5, 14: 197.67, 15: 193.5, 16: 210.0, 17: 240.83, 18: 291.17, 19: 348.5, 20: 292.5, 21: 227.67, 22: 151.33, 23: 122.83}","{'2024-10': 3529, '2024-11': 3501, '2024-12': 3322, '2025-1': 3529, '2025-2': 3423, '2025-3': 3542}",5347.0,5198.83
605,"{'M': 1864.0, 'F': 530.0, 'O': 23.67}","{'<20': 62.83, '20-30': 893.0, '30-40': 909.83, '40-50': 353.83, '50-60': 91.5, '60-70': 105.0, '70<': 1.67}","{'0-10': 746.67, '10-20': 708.67, '20-30': 538.83, '30-45': 381.67, '45+': 41.83}","{'Monday': 372.17, 'Tuesday': 393.17, 'Wednesday': 395.17, 'Thursday': 416.33, 'Friday': 367.0, 'Saturday': 272.5, 'Sunday': 201.33}","{0: 30.0, 1: 2.33, 2: 1.17, 3: 0.33, 4: 0.0, 5: 18.67, 6: 49.33, 7: 107.5, 8: 218.17, 9: 150.5, 10: 93.5, 11: 92.83, 12: 99.5, 13: 102.17, 14: 135.33, 15: 153.67, 16: 136.33, 17: 168.83, 18: 188.67, 19: 200.17, 20: 170.0, 21: 141.67, 22: 102.0, 23: 55.0}","{'2024-10': 2777, '2024-11': 2504, '2024-12': 2366, '2025-1': 2537, '2025-2': 2031, '2025-3': 2291}",5828.83,5087.5
606,"{'M': 1897.67, 'F': 652.67, 'O': 39.34}","{'<20': 53.83, '20-30': 874.83, '30-40': 1068.0, '40-50': 404.17, '50-60': 108.83, '60-70': 77.83, '70<': 2.17}","{'0-10': 921.83, '10-20': 728.33, '20-30': 602.33, '30-45': 309.67, '45+': 27.5}","{'Monday': 371.33, 'Tuesday': 421.67, 'Wednesday': 426.0, 'Thursday': 441.33, 'Friday': 420.0, 'Saturday': 289.0, 'Sunday': 220.33}","{0: 17.83, 1: 0.83, 2: 0.83, 3: 0.17, 4: 0.0, 5: 11.17, 6: 75.83, 7: 100.0, 8: 198.33, 9: 113.5, 10: 75.0, 11: 87.33, 12: 109.67, 13: 116.83, 14: 135.33, 15: 171.17, 16: 164.0, 17: 226.83, 18: 257.17, 19: 260.33, 20: 166.33, 21: 138.0, 22: 102.67, 23: 60.5}","{'2024-10': 2828, '2024-11': 2699, '2024-12': 2337, '2025-1': 2553, '2025-2': 2481, '2025-3': 2640}",3146.83,3119.67
607,"{'M': 932.17, 'F': 373.83, 'O': 17.66}","{'<20': 16.17, '20-30': 468.67, '30-40': 458.83, '40-50': 198.17, '50-60': 154.83, '60-70': 26.83, '70<': 0.17}","{'0-10': 496.83, '10-20': 435.0, '20-30': 232.17, '30-45': 143.0, '45+': 16.67}","{'Monday': 208.17, 'Tuesday': 203.83, 'Wednesday': 202.0, 'Thursday': 230.17, 'Friday': 226.33, 'Saturday': 158.67, 'Sunday': 94.5}","{0: 7.5, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 8.67, 6: 19.17, 7: 47.33, 8: 117.0, 9: 99.17, 10: 58.67, 11: 67.67, 12: 75.33, 13: 70.83, 14: 79.67, 15: 92.17, 16: 79.5, 17: 92.33, 18: 116.83, 19: 102.67, 20: 70.5, 21: 43.0, 22: 45.67, 23: 29.67}","{'2024-10': 1306, '2024-11': 1460, '2024-12': 1253, '2025-1': 1413, '2025-2': 1180, '2025-3': 1330}",1844.67,1618.67
608,"{'M': 3770.67, 'F': 1502.67, 'O': 92.83}","{'<20': 46.33, '20-30': 2122.17, '30-40': 1960.83, '40-50': 761.67, '50-60': 362.5, '60-70': 104.5, '70<': 8.17}","{'0-10': 2405.33, '10-20': 1487.5, '20-30': 872.0, '30-45': 548.33, '45+': 53.0}","{'Monday': 784.5, 'Tuesday': 853.67, 'Wednesday': 906.83, 'Thursday': 897.83, 'Friday': 874.83, 'Saturday': 628.0, 'Sunday': 420.5}","{0: 45.33, 1: 0.83, 2: 0.17, 3: 0.0, 4: 0.17, 5: 17.67, 6: 243.33, 7: 351.0, 8: 392.5, 9: 199.5, 10: 163.5, 11: 169.0, 12: 195.17, 13: 225.5, 14: 272.0, 15: 283.83, 16: 331.17, 17: 377.33, 18: 525.5, 19: 560.33, 20: 381.0, 21: 312.5, 22: 204.33, 23: 114.5}","{'2024-10': 5861, '2024-11': 5525, '2024-12': 4829, '2025-1': 5370, '2025-2': 5119, '2025-3': 5493}",2546.83,2773.83
609,"{'M': 1776.83, 'F': 582.0, 'O': 77.83}","{'<20': 30.0, '20-30': 852.17, '30-40': 958.83, '40-50': 311.33, '50-60': 249.5, '60-70': 32.5, '70<': 2.33}","{'0-10': 842.33, '10-20': 731.17, '20-30': 516.0, '30-45': 306.67, '45+': 40.5}","{'Monday': 348.5, 'Tuesday': 400.17, 'Wednesday': 406.5, 'Thursday': 423.17, 'Friday': 388.5, 'Saturday': 274.83, 'Sunday': 195.0}","{0: 23.0, 1: 1.5, 2: 0.0, 3: 0.0, 4: 0.0, 5: 4.17, 6: 40.17, 7: 140.0, 8: 168.5, 9: 92.83, 10: 89.17, 11: 87.5, 12: 115.67, 13: 150.33, 14: 160.0, 15: 169.17, 16: 164.5, 17: 176.0, 18: 238.0, 19: 218.5, 20: 156.33, 21: 106.5, 22: 72.67, 23: 62.17}","{'2024-10': 2606, '2024-11': 2689, '2024-12': 2257, '2025-1': 2482, '2025-2': 2283, '2025-3': 2303}",4288.0,3605.5
610,"{'M': 2100.66, 'F': 1109.0, 'O': 113.5}","{'<20': 61.0, '20-30': 1283.0, '30-40': 1300.5, '40-50': 431.5, '50-60': 228.67, '60-70': 18.5, '70<': 0.0}","{'0-10': 1464.17, '10-20': 1113.17, '20-30': 490.83, '30-45': 235.5, '45+': 19.5}","{'Monday': 474.17, 'Tuesday': 511.83, 'Wednesday': 521.17, 'Thursday': 549.67, 'Friday': 517.0, 'Saturday': 420.5, 'Sunday': 328.83}","{0: 20.33, 1: 0.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 35.0, 6: 107.0, 7: 234.33, 8: 148.17, 9: 130.17, 10: 109.67, 11: 105.17, 12: 137.67, 13: 162.5, 14: 192.5, 15: 219.5, 16: 241.5, 17: 248.67, 18: 302.83, 19: 314.17, 20: 272.83, 21: 183.17, 22: 100.33, 23: 57.5}","{'2024-10': 3849, '2024-11': 3535, '2024-12': 3194, '2025-1': 2895, '2025-2': 3028, '2025-3': 3438}",1754.5,1650.5
611,"{'M': 2254.17, 'F': 874.17, 'O': 75.84}","{'<20': 71.83, '20-30': 1322.67, '30-40': 1117.67, '40-50': 430.0, '50-60': 233.67, '60-70': 26.17, '70<': 2.17}","{'0-10': 1415.17, '10-20': 1058.17, '20-30': 470.5, '30-45': 236.83, '45+': 23.5}","{'Monday': 450.17, 'Tuesday': 481.17, 'Wednesday': 501.17, 'Thursday': 513.5, 'Friday': 511.33, 'Saturday': 412.17, 'Sunday': 334.67}","{0: 20.5, 1: 0.5, 2: 0.17, 3: 0.0, 4: 0.17, 5: 35.17, 6: 101.5, 7: 173.83, 8: 105.5, 9: 105.83, 10: 120.5, 11: 116.67, 12: 138.17, 13: 177.5, 14: 206.83, 15: 224.83, 16: 257.83, 17: 252.67, 18: 322.17, 19: 304.67, 20: 218.33, 21: 176.83, 22: 91.83, 23: 52.17}","{'2024-10': 3338, '2024-11': 3299, '2024-12': 2866, '2025-1': 3182, '2025-2': 3051, '2025-3': 3489}",1903.17,1557.33
612,"{'M': 2277.5, 'F': 1244.0, 'O': 55.84}","{'<20': 37.33, '20-30': 1290.33, '30-40': 1427.5, '40-50': 576.67, '50-60': 194.83, '60-70': 30.67, '70<': 20.0}","{'0-10': 1581.67, '10-20': 1135.33, '20-30': 610.17, '30-45': 221.5, '45+': 28.67}","{'Monday': 520.5, 'Tuesday': 564.0, 'Wednesday': 582.17, 'Thursday': 616.0, 'Friday': 535.5, 'Saturday': 417.17, 'Sunday': 342.0}","{0: 27.33, 1: 1.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 23.33, 6: 113.33, 7: 183.0, 8: 134.5, 9: 166.17, 10: 146.5, 11: 133.0, 12: 138.33, 13: 172.83, 14: 204.17, 15: 258.5, 16: 228.83, 17: 286.33, 18: 350.33, 19: 324.83, 20: 277.83, 21: 210.17, 22: 123.17, 23: 73.67}","{'2024-10': 4069, '2024-11': 3669, '2024-12': 3228, '2025-1': 3376, '2025-2': 3454, '2025-3': 3668}",,
613,"{'M': 3276.84, 'F': 1448.5, 'O': 115.67}","{'<20': 48.0, '20-30': 1510.67, '30-40': 1971.17, '40-50': 907.67, '50-60': 355.33, '60-70': 27.67, '70<': 20.5}","{'0-10': 2171.17, '10-20': 1611.83, '20-30': 688.67, '30-45': 332.83, '45+': 36.5}","{'Monday': 699.83, 'Tuesday': 762.5, 'Wednesday': 787.5, 'Thursday': 776.0, 'Friday': 763.33, 'Saturday': 597.17, 'Sunday': 454.67}","{0: 44.33, 1: 0.83, 2: 0.17, 3: 0.0, 4: 0.17, 5: 59.67, 6: 166.5, 7: 222.17, 8: 247.17, 9: 252.5, 10: 238.83, 11: 210.17, 12: 202.33, 13: 256.0, 14: 288.5, 15: 342.17, 16: 305.83, 17: 324.5, 18: 398.5, 19: 348.33, 20: 339.17, 21: 296.83, 22: 176.33, 23: 120.0}","{'2024-10': 5768, '2024-11': 4960, '2024-12': 4283, '2025-1': 4656, '2025-2': 4651, '2025-3': 4728}",2635.33,2528.0
614,"{'M': 2667.67, 'F': 1066.84, 'O': 140.33}","{'<20': 68.33, '20-30': 1478.83, '30-40': 1600.5, '40-50': 524.5, '50-60': 153.5, '60-70': 45.67, '70<': 3.5}","{'0-10': 1427.17, '10-20': 1459.0, '20-30': 654.67, '30-45': 291.83, '45+': 42.17}","{'Monday': 578.5, 'Tuesday': 624.67, 'Wednesday': 618.83, 'Thursday': 614.5, 'Friday': 596.0, 'Saturday': 450.5, 'Sunday': 391.83}","{0: 34.5, 1: 0.67, 2: 0.0, 3: 0.0, 4: 0.0, 5: 24.17, 6: 77.33, 7: 156.0, 8: 221.33, 9: 114.83, 10: 136.33, 11: 176.17, 12: 185.83, 13: 212.0, 14: 206.5, 15: 246.33, 16: 246.33, 17: 308.0, 18: 403.67, 19: 361.17, 20: 305.33, 21: 213.17, 22: 160.67, 23: 84.5}","{'2024-10': 4298, '2024-11': 4161, '2024-12': 3654, '2025-1': 3694, '2025-2': 3587, '2025-3': 3855}",1785.17,1442.67
615,"{'M': 2370.17, 'F': 1107.5, 'O': 75.84}","{'<20': 27.83, '20-30': 1243.33, '30-40': 1446.83, '40-50': 610.33, '50-60': 192.0, '60-70': 28.33, '70<': 4.83}","{'0-10': 1213.33, '10-20': 1440.83, '20-30': 610.33, '30-45': 257.17, '45+': 31.83}","{'Monday': 504.83, 'Tuesday': 548.67, 'Wednesday': 554.0, 'Thursday': 571.0, 'Friday': 564.83, 'Saturday': 463.17, 'Sunday': 347.0}","{0: 27.17, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.0, 5: 50.5, 6: 107.17, 7: 155.67, 8: 159.33, 9: 128.83, 10: 141.17, 11: 157.5, 12: 164.5, 13: 182.17, 14: 224.83, 15: 224.17, 16: 249.17, 17: 282.0, 18: 311.83, 19: 328.67, 20: 252.67, 21: 195.5, 22: 137.83, 23: 72.5}","{'2024-10': 3855, '2024-11': 3730, '2024-12': 3159, '2025-1': 3468, '2025-2': 3423, '2025-3': 3686}",3236.67,3132.67
616,"{'M': 1697.34, 'F': 793.17, 'O': 63.16}","{'<20': 32.83, '20-30': 860.33, '30-40': 1068.0, '40-50': 402.0, '50-60': 93.33, '60-70': 95.67, '70<': 1.5}","{'0-10': 1023.5, '10-20': 915.33, '20-30': 400.0, '30-45': 191.5, '45+': 23.33}","{'Monday': 381.5, 'Tuesday': 431.17, 'Wednesday': 416.5, 'Thursday': 399.0, 'Friday': 406.33, 'Saturday': 287.5, 'Sunday': 231.67}","{0: 20.5, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.17, 5: 27.83, 6: 44.17, 7: 106.0, 8: 201.17, 9: 96.17, 10: 121.67, 11: 134.5, 12: 127.83, 13: 161.17, 14: 145.67, 15: 184.83, 16: 155.17, 17: 160.33, 18: 233.83, 19: 207.5, 20: 159.83, 21: 124.17, 22: 88.0, 23: 52.83}","{'2024-10': 2587, '2024-11': 2645, '2024-12': 2285, '2025-1': 2428, '2025-2': 2594, '2025-3': 2783}",803.17,850.83
617,"{'M': 2586.34, 'F': 1128.5, 'O': 71.0}","{'<20': 65.33, '20-30': 1360.83, '30-40': 1639.5, '40-50': 444.33, '50-60': 218.17, '60-70': 40.83, '70<': 16.83}","{'0-10': 1583.67, '10-20': 1301.0, '20-30': 567.5, '30-45': 299.17, '45+': 34.5}","{'Monday': 561.17, 'Tuesday': 647.67, 'Wednesday': 603.17, 'Thursday': 622.0, 'Friday': 630.33, 'Saturday': 394.33, 'Sunday': 327.17}","{0: 41.17, 1: 0.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 19.17, 6: 141.33, 7: 216.83, 8: 271.5, 9: 185.67, 10: 140.83, 11: 155.5, 12: 170.67, 13: 195.67, 14: 209.17, 15: 235.0, 16: 236.17, 17: 246.0, 18: 323.0, 19: 296.5, 20: 257.5, 21: 205.67, 22: 148.0, 23: 90.33}","{'2024-10': 4136, '2024-11': 4093, '2024-12': 3353, '2025-1': 3741, '2025-2': 3674, '2025-3': 3718}",2118.83,2117.83
618,"{'M': 5397.5, 'F': 2472.83, 'O': 150.0}","{'<20': 252.17, '20-30': 3266.0, '30-40': 3130.83, '40-50': 850.83, '50-60': 453.0, '60-70': 59.17, '70<': 8.33}","{'0-10': 4335.5, '10-20': 2356.0, '20-30': 851.83, '30-45': 436.67, '45+': 40.33}","{'Monday': 1262.5, 'Tuesday': 1317.67, 'Wednesday': 1302.0, 'Thursday': 1330.33, 'Friday': 1234.83, 'Saturday': 899.33, 'Sunday': 673.67}","{0: 57.5, 1: 1.83, 2: 0.0, 3: 0.0, 4: 0.17, 5: 22.0, 6: 160.33, 7: 442.17, 8: 652.17, 9: 404.5, 10: 390.67, 11: 305.33, 12: 337.67, 13: 383.33, 14: 656.0, 15: 653.83, 16: 490.67, 17: 419.5, 18: 549.83, 19: 612.0, 20: 477.0, 21: 511.83, 22: 292.83, 23: 199.17}","{'2024-10': 8013, '2024-11': 8016, '2024-12': 7483, '2025-1': 8364, '2025-2': 7920, '2025-3': 8326}",6999.33,5954.83
619,"{'M': 1696.83, 'F': 676.5, 'O': 72.16}","{'<20': 106.33, '20-30': 835.17, '30-40': 902.67, '40-50': 440.5, '50-60': 127.33, '60-70': 31.83, '70<': 1.67}","{'0-10': 1084.0, '10-20': 795.83, '20-30': 340.67, '30-45': 199.5, '45+': 25.5}","{'Monday': 350.0, 'Tuesday': 388.83, 'Wednesday': 389.17, 'Thursday': 407.33, 'Friday': 398.83, 'Saturday': 285.0, 'Sunday': 226.33}","{0: 18.0, 1: 0.83, 2: 0.0, 3: 0.17, 4: 0.0, 5: 14.17, 6: 51.83, 7: 141.17, 8: 149.33, 9: 108.33, 10: 111.33, 11: 85.67, 12: 93.17, 13: 119.33, 14: 164.5, 15: 160.17, 16: 159.17, 17: 153.67, 18: 210.67, 19: 219.17, 20: 170.5, 21: 150.83, 22: 102.83, 23: 60.67}","{'2024-10': 2775, '2024-11': 2503, '2024-12': 2344, '2025-1': 2410, '2025-2': 2207, '2025-3': 2434}",3104.0,2575.33
620,"{'M': 1624.34, 'F': 811.67, 'O': 23.84}","{'<20': 52.5, '20-30': 875.33, '30-40': 917.0, '40-50': 366.33, '50-60': 199.5, '60-70': 27.5, '70<': 21.67}","{'0-10': 891.17, '10-20': 825.67, '20-30': 476.83, '30-45': 238.33, '45+': 27.83}","{'Monday': 379.67, 'Tuesday': 402.0, 'Wednesday': 397.5, 'Thursday': 387.5, 'Friday': 388.0, 'Saturday': 282.5, 'Sunday': 222.67}","{0: 14.5, 1: 0.67, 2: 0.17, 3: 0.0, 4: 0.0, 5: 43.67, 6: 64.67, 7: 114.67, 8: 134.67, 9: 124.33, 10: 101.33, 11: 89.83, 12: 97.17, 13: 119.67, 14: 169.0, 15: 167.5, 16: 165.67, 17: 180.0, 18: 225.0, 19: 239.33, 20: 180.83, 21: 110.33, 22: 74.67, 23: 42.17}","{'2024-10': 2657, '2024-11': 2504, '2024-12': 2121, '2025-1': 2571, '2025-2': 2370, '2025-3': 2536}",1705.17,1666.33
621,"{'M': 5365.83, 'F': 2335.33, 'O': 107.33}","{'<20': 183.83, '20-30': 2965.83, '30-40': 3012.67, '40-50': 1080.5, '50-60': 453.17, '60-70': 105.83, '70<': 6.67}","{'0-10': 4620.33, '10-20': 1751.0, '20-30': 873.67, '30-45': 513.33, '45+': 50.17}","{'Monday': 1137.5, 'Tuesday': 1299.17, 'Wednesday': 1252.17, 'Thursday': 1285.33, 'Friday': 1208.33, 'Saturday': 927.67, 'Sunday': 698.33}","{0: 38.5, 1: 1.17, 2: 0.0, 3: 0.0, 4: 0.0, 5: 40.83, 6: 183.0, 7: 467.33, 8: 663.17, 9: 316.5, 10: 264.83, 11: 259.0, 12: 319.17, 13: 347.33, 14: 489.0, 15: 504.17, 16: 476.0, 17: 532.67, 18: 742.5, 19: 711.5, 20: 537.0, 21: 429.5, 22: 318.33, 23: 167.0}","{'2024-10': 8302, '2024-11': 7979, '2024-12': 7390, '2025-1': 7649, '2025-2': 7443, '2025-3': 8088}",3795.67,4174.33
622,"{'M': 1928.5, 'F': 917.66, 'O': 23.83}","{'<20': 136.67, '20-30': 889.83, '30-40': 974.17, '40-50': 705.83, '50-60': 132.17, '60-70': 22.5, '70<': 8.83}","{'0-10': 1249.5, '10-20': 922.33, '20-30': 441.0, '30-45': 235.5, '45+': 21.67}","{'Monday': 423.83, 'Tuesday': 475.33, 'Wednesday': 441.83, 'Thursday': 478.33, 'Friday': 456.5, 'Saturday': 333.67, 'Sunday': 260.5}","{0: 16.67, 1: 0.33, 2: 0.0, 3: 0.0, 4: 0.17, 5: 10.17, 6: 100.83, 7: 137.67, 8: 219.67, 9: 130.83, 10: 102.33, 11: 108.17, 12: 121.33, 13: 144.33, 14: 168.5, 15: 170.17, 16: 170.0, 17: 227.67, 18: 235.17, 19: 227.67, 20: 187.67, 21: 159.83, 22: 149.5, 23: 81.33}","{'2024-10': 2992, '2024-11': 3074, '2024-12': 2629, '2025-1': 2794, '2025-2': 2750, '2025-3': 2981}",3935.83,3934.83
623,"{'M': 2434.34, 'F': 1190.67, 'O': 73.17}","{'<20': 61.67, '20-30': 1262.5, '30-40': 1308.17, '40-50': 636.0, '50-60': 384.17, '60-70': 45.17, '70<': 0.5}","{'0-10': 1644.67, '10-20': 1235.17, '20-30': 550.67, '30-45': 241.67, '45+': 26.0}","{'Monday': 567.67, 'Tuesday': 638.5, 'Wednesday': 605.0, 'Thursday': 621.17, 'Friday': 537.5, 'Saturday': 412.83, 'Sunday': 315.5}","{0: 23.17, 1: 0.83, 2: 0.0, 3: 0.0, 4: 0.0, 5: 27.17, 6: 104.67, 7: 214.33, 8: 275.83, 9: 179.17, 10: 145.0, 11: 127.67, 12: 148.83, 13: 173.83, 14: 197.83, 15: 216.33, 16: 242.83, 17: 221.83, 18: 285.67, 19: 378.17, 20: 267.17, 21: 257.83, 22: 139.17, 23: 70.83}","{'2024-10': 4278, '2024-11': 3889, '2024-12': 3181, '2025-1': 3470, '2025-2': 3537, '2025-3': 3834}",4806.33,4871.5
624,"{'M': 2878.17, 'F': 1382.84, 'O': 124.83}","{'<20': 83.83, '20-30': 1687.17, '30-40': 1540.5, '40-50': 832.83, '50-60': 209.33, '60-70': 30.0, '70<': 2.17}","{'0-10': 2305.67, '10-20': 1211.33, '20-30': 549.67, '30-45': 284.67, '45+': 34.5}","{'Monday': 654.33, 'Tuesday': 711.0, 'Wednesday': 691.5, 'Thursday': 706.0, 'Friday': 674.67, 'Saturday': 554.33, 'Sunday': 394.0}","{0: 29.17, 1: 0.0, 2: 0.17, 3: 0.0, 4: 0.0, 5: 49.17, 6: 131.0, 7: 258.0, 8: 226.0, 9: 148.33, 10: 152.5, 11: 166.17, 12: 204.33, 13: 232.33, 14: 278.0, 15: 293.67, 16: 226.17, 17: 288.67, 18: 400.0, 19: 385.33, 20: 330.0, 21: 275.83, 22: 201.83, 23: 109.17}","{'2024-10': 4834, '2024-11': 4471, '2024-12': 4068, '2025-1': 4203, '2025-2': 4193, '2025-3': 4546}",2684.17,2090.67
625,"{'M': 2483.34, 'F': 1686.83, 'O': 86.17}","{'<20': 84.5, '20-30': 1637.83, '30-40': 1359.83, '40-50': 821.0, '50-60': 217.67, '60-70': 122.83, '70<': 12.67}","{'0-10': 2231.33, '10-20': 1202.33, '20-30': 515.67, '30-45': 277.17, '45+': 29.83}","{'Monday': 596.67, 'Tuesday': 653.5, 'Wednesday': 618.83, 'Thursday': 676.5, 'Friday': 665.5, 'Saturday': 584.5, 'Sunday': 460.83}","{0: 39.83, 1: 0.67, 2: 0.0, 3: 0.0, 4: 0.0, 5: 53.17, 6: 120.33, 7: 152.33, 8: 171.83, 9: 172.83, 10: 154.83, 11: 177.83, 12: 210.67, 13: 271.17, 14: 345.17, 15: 354.83, 16: 327.0, 17: 362.33, 18: 404.0, 19: 347.67, 20: 272.17, 21: 153.67, 22: 110.33, 23: 53.67}","{'2024-10': 4601, '2024-11': 4364, '2024-12': 3958, '2025-1': 4200, '2025-2': 4021, '2025-3': 4394}",1573.17,1506.33
